Data as of,Start Week,End Week,State,Condition Group,Condition,ICD10_codes,Age Group,COVID-19 Deaths,Number of Mentions,Flag
01/10/2021,01/04/2020,01/09/2021,NY,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",0-24,,11,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/10/2021,01/04/2020,01/09/2021,NY,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",25-34,29,42,
01/10/2021,01/04/2020,01/09/2021,NY,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",35-44,59,89,
01/10/2021,01/04/2020,01/09/2021,NY,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",45-54,175,269,
01/10/2021,01/04/2020,01/09/2021,NY,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",55-64,476,737,
01/10/2021,01/04/2020,01/09/2021,NY,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",65-74,952,1538,
01/10/2021,01/04/2020,01/09/2021,NY,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",75-84,1186,1787,
01/10/2021,01/04/2020,01/09/2021,NY,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",85+,1579,2402,
01/10/2021,01/04/2020,01/09/2021,NY,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",Not stated,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/10/2021,01/04/2020,01/09/2021,NY,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",All Ages,4465,6877,
01/10/2021,01/04/2020,01/09/2021,NY,COVID-19,COVID-19,U071,0-24,23,23,
01/10/2021,01/04/2020,01/09/2021,NY,COVID-19,COVID-19,U071,25-34,80,80,
01/10/2021,01/04/2020,01/09/2021,NY,COVID-19,COVID-19,U071,35-44,210,210,
01/10/2021,01/04/2020,01/09/2021,NY,COVID-19,COVID-19,U071,45-54,587,587,
01/10/2021,01/04/2020,01/09/2021,NY,COVID-19,COVID-19,U071,55-64,1610,1610,
01/10/2021,01/04/2020,01/09/2021,NY,COVID-19,COVID-19,U071,65-74,2919,2919,
01/10/2021,01/04/2020,01/09/2021,NY,COVID-19,COVID-19,U071,75-84,3899,3899,
01/10/2021,01/04/2020,01/09/2021,NY,COVID-19,COVID-19,U071,85+,5586,5586,
01/10/2021,01/04/2020,01/09/2021,NY,COVID-19,COVID-19,U071,Not stated,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/10/2021,01/04/2020,01/09/2021,NY,COVID-19,COVID-19,U071,All Ages,14917,14917,
01/10/2021,01/04/2020,01/09/2021,NC,Respiratory diseases,Influenza and pneumonia,J09-J18,0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/10/2021,01/04/2020,01/09/2021,NC,Respiratory diseases,Influenza and pneumonia,J09-J18,25-34,12,12,
01/10/2021,01/04/2020,01/09/2021,NC,Respiratory diseases,Influenza and pneumonia,J09-J18,35-44,20,20,
01/10/2021,01/04/2020,01/09/2021,NC,Respiratory diseases,Influenza and pneumonia,J09-J18,45-54,86,88,
01/10/2021,01/04/2020,01/09/2021,NC,Respiratory diseases,Influenza and pneumonia,J09-J18,55-64,180,188,
01/10/2021,01/04/2020,01/09/2021,NC,Respiratory diseases,Influenza and pneumonia,J09-J18,65-74,341,357,
01/10/2021,01/04/2020,01/09/2021,NC,Respiratory diseases,Influenza and pneumonia,J09-J18,75-84,367,374,
01/10/2021,01/04/2020,01/09/2021,NC,Respiratory diseases,Influenza and pneumonia,J09-J18,85+,388,390,
01/10/2021,01/04/2020,01/09/2021,NC,Respiratory diseases,Influenza and pneumonia,J09-J18,Not stated,0,0,
01/10/2021,01/04/2020,01/09/2021,NC,Respiratory diseases,Influenza and pneumonia,J09-J18,All Ages,1395,1430,
01/10/2021,01/04/2020,01/09/2021,NC,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,0-24,0,0,
01/10/2021,01/04/2020,01/09/2021,NC,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/10/2021,01/04/2020,01/09/2021,NC,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,35-44,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/10/2021,01/04/2020,01/09/2021,NC,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,45-54,10,10,
01/10/2021,01/04/2020,01/09/2021,NC,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,55-64,24,28,
01/10/2021,01/04/2020,01/09/2021,NC,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,65-74,63,65,
01/10/2021,01/04/2020,01/09/2021,NC,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,75-84,94,97,
01/10/2021,01/04/2020,01/09/2021,NC,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,85+,72,75,
01/10/2021,01/04/2020,01/09/2021,NC,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,Not stated,0,0,
01/10/2021,01/04/2020,01/09/2021,NC,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,All Ages,268,280,
01/10/2021,01/04/2020,01/09/2021,NC,Respiratory diseases,Adult respiratory distress syndrome,J80,0-24,0,0,
01/10/2021,01/04/2020,01/09/2021,NC,Respiratory diseases,Adult respiratory distress syndrome,J80,25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/10/2021,01/04/2020,01/09/2021,NC,Respiratory diseases,Adult respiratory distress syndrome,J80,35-44,12,12,
01/10/2021,01/04/2020,01/09/2021,NC,Respiratory diseases,Adult respiratory distress syndrome,J80,45-54,30,30,
01/10/2021,01/04/2020,01/09/2021,NC,Respiratory diseases,Adult respiratory distress syndrome,J80,55-64,66,66,
01/10/2021,01/04/2020,01/09/2021,NC,Respiratory diseases,Adult respiratory distress syndrome,J80,65-74,105,105,
01/10/2021,01/04/2020,01/09/2021,NC,Respiratory diseases,Adult respiratory distress syndrome,J80,75-84,75,75,
01/10/2021,01/04/2020,01/09/2021,NC,Respiratory diseases,Adult respiratory distress syndrome,J80,85+,32,32,
01/10/2021,01/04/2020,01/09/2021,NC,Respiratory diseases,Adult respiratory distress syndrome,J80,Not stated,0,0,
01/10/2021,01/04/2020,01/09/2021,NC,Respiratory diseases,Adult respiratory distress syndrome,J80,All Ages,321,321,
01/10/2021,01/04/2020,01/09/2021,NC,Respiratory diseases,Respiratory failure,J96,0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/10/2021,01/04/2020,01/09/2021,NC,Respiratory diseases,Respiratory failure,J96,25-34,12,12,
01/10/2021,01/04/2020,01/09/2021,NC,Respiratory diseases,Respiratory failure,J96,35-44,21,21,
01/10/2021,01/04/2020,01/09/2021,NC,Respiratory diseases,Respiratory failure,J96,45-54,76,78,
01/10/2021,01/04/2020,01/09/2021,NC,Respiratory diseases,Respiratory failure,J96,55-64,164,166,
01/10/2021,01/04/2020,01/09/2021,NC,Respiratory diseases,Respiratory failure,J96,65-74,323,333,
01/10/2021,01/04/2020,01/09/2021,NC,Respiratory diseases,Respiratory failure,J96,75-84,353,363,
01/10/2021,01/04/2020,01/09/2021,NC,Respiratory diseases,Respiratory failure,J96,85+,312,317,
01/10/2021,01/04/2020,01/09/2021,NC,Respiratory diseases,Respiratory failure,J96,Not stated,0,0,
01/10/2021,01/04/2020,01/09/2021,NC,Respiratory diseases,Respiratory failure,J96,All Ages,1262,1291,
01/10/2021,01/04/2020,01/09/2021,NC,Respiratory diseases,Respiratory arrest,R09.2,0-24,0,0,
01/10/2021,01/04/2020,01/09/2021,NC,Respiratory diseases,Respiratory arrest,R09.2,25-34,0,0,
01/10/2021,01/04/2020,01/09/2021,NC,Respiratory diseases,Respiratory arrest,R09.2,35-44,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/10/2021,01/04/2020,01/09/2021,NC,Respiratory diseases,Respiratory arrest,R09.2,45-54,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/10/2021,01/04/2020,01/09/2021,NC,Respiratory diseases,Respiratory arrest,R09.2,55-64,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/10/2021,01/04/2020,01/09/2021,NC,Respiratory diseases,Respiratory arrest,R09.2,65-74,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/10/2021,01/04/2020,01/09/2021,NC,Respiratory diseases,Respiratory arrest,R09.2,75-84,12,12,
01/10/2021,01/04/2020,01/09/2021,NC,Respiratory diseases,Respiratory arrest,R09.2,85+,14,14,
01/10/2021,01/04/2020,01/09/2021,NC,Respiratory diseases,Respiratory arrest,R09.2,Not stated,0,0,
01/10/2021,01/04/2020,01/09/2021,NC,Respiratory diseases,Respiratory arrest,R09.2,All Ages,48,48,
01/10/2021,01/04/2020,01/09/2021,NC,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",0-24,0,0,
01/10/2021,01/04/2020,01/09/2021,NC,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/10/2021,01/04/2020,01/09/2021,NC,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",35-44,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/10/2021,01/04/2020,01/09/2021,NC,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",45-54,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/10/2021,01/04/2020,01/09/2021,NC,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",55-64,19,19,
01/10/2021,01/04/2020,01/09/2021,NC,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",65-74,32,34,
01/10/2021,01/04/2020,01/09/2021,NC,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",75-84,43,43,
01/10/2021,01/04/2020,01/09/2021,NC,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",85+,31,32,
01/10/2021,01/04/2020,01/09/2021,NC,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",Not stated,0,0,
01/10/2021,01/04/2020,01/09/2021,NC,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",All Ages,135,141,
01/10/2021,01/04/2020,01/09/2021,NC,Circulatory diseases,Hypertensive diseases,I10-I15,0-24,0,0,
01/10/2021,01/04/2020,01/09/2021,NC,Circulatory diseases,Hypertensive diseases,I10-I15,25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/10/2021,01/04/2020,01/09/2021,NC,Circulatory diseases,Hypertensive diseases,I10-I15,35-44,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/10/2021,01/04/2020,01/09/2021,NC,Circulatory diseases,Hypertensive diseases,I10-I15,45-54,14,14,
01/10/2021,01/04/2020,01/09/2021,NC,Circulatory diseases,Hypertensive diseases,I10-I15,55-64,54,54,
01/10/2021,01/04/2020,01/09/2021,NC,Circulatory diseases,Hypertensive diseases,I10-I15,65-74,108,108,
01/10/2021,01/04/2020,01/09/2021,NC,Circulatory diseases,Hypertensive diseases,I10-I15,75-84,96,96,
01/10/2021,01/04/2020,01/09/2021,NC,Circulatory diseases,Hypertensive diseases,I10-I15,85+,118,119,
01/10/2021,01/04/2020,01/09/2021,NC,Circulatory diseases,Hypertensive diseases,I10-I15,Not stated,0,0,
01/10/2021,01/04/2020,01/09/2021,NC,Circulatory diseases,Hypertensive diseases,I10-I15,All Ages,402,403,
01/10/2021,01/04/2020,01/09/2021,NC,Circulatory diseases,Ischemic heart disease,I20-I25,0-24,0,0,
01/10/2021,01/04/2020,01/09/2021,NC,Circulatory diseases,Ischemic heart disease,I20-I25,25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/10/2021,01/04/2020,01/09/2021,NC,Circulatory diseases,Ischemic heart disease,I20-I25,35-44,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/10/2021,01/04/2020,01/09/2021,NC,Circulatory diseases,Ischemic heart disease,I20-I25,45-54,14,15,
01/10/2021,01/04/2020,01/09/2021,NC,Circulatory diseases,Ischemic heart disease,I20-I25,55-64,27,28,
01/10/2021,01/04/2020,01/09/2021,NC,Circulatory diseases,Ischemic heart disease,I20-I25,65-74,58,65,
01/10/2021,01/04/2020,01/09/2021,NC,Circulatory diseases,Ischemic heart disease,I20-I25,75-84,79,84,
01/10/2021,01/04/2020,01/09/2021,NC,Circulatory diseases,Ischemic heart disease,I20-I25,85+,96,100,
01/10/2021,01/04/2020,01/09/2021,NC,Circulatory diseases,Ischemic heart disease,I20-I25,Not stated,0,0,
01/10/2021,01/04/2020,01/09/2021,NC,Circulatory diseases,Ischemic heart disease,I20-I25,All Ages,280,298,
01/10/2021,01/04/2020,01/09/2021,NC,Circulatory diseases,Cardiac arrest,I46,0-24,0,0,
01/10/2021,01/04/2020,01/09/2021,NC,Circulatory diseases,Cardiac arrest,I46,25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/10/2021,01/04/2020,01/09/2021,NC,Circulatory diseases,Cardiac arrest,I46,35-44,11,11,
01/10/2021,01/04/2020,01/09/2021,NC,Circulatory diseases,Cardiac arrest,I46,45-54,32,32,
01/10/2021,01/04/2020,01/09/2021,NC,Circulatory diseases,Cardiac arrest,I46,55-64,54,54,
01/10/2021,01/04/2020,01/09/2021,NC,Circulatory diseases,Cardiac arrest,I46,65-74,96,96,
01/10/2021,01/04/2020,01/09/2021,NC,Circulatory diseases,Cardiac arrest,I46,75-84,82,82,
01/10/2021,01/04/2020,01/09/2021,NC,Circulatory diseases,Cardiac arrest,I46,85+,50,50,
01/10/2021,01/04/2020,01/09/2021,NC,Circulatory diseases,Cardiac arrest,I46,Not stated,0,0,
01/10/2021,01/04/2020,01/09/2021,NC,Circulatory diseases,Cardiac arrest,I46,All Ages,328,328,
01/10/2021,01/04/2020,01/09/2021,NC,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",0-24,0,0,
01/10/2021,01/04/2020,01/09/2021,NC,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/10/2021,01/04/2020,01/09/2021,NC,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",35-44,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/10/2021,01/04/2020,01/09/2021,NC,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",45-54,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/10/2021,01/04/2020,01/09/2021,NC,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",55-64,19,19,
01/10/2021,01/04/2020,01/09/2021,NC,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",65-74,50,50,
01/10/2021,01/04/2020,01/09/2021,NC,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",75-84,60,61,
01/10/2021,01/04/2020,01/09/2021,NC,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",85+,90,92,
01/10/2021,01/04/2020,01/09/2021,NC,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",Not stated,0,0,
01/10/2021,01/04/2020,01/09/2021,NC,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",All Ages,227,230,
01/10/2021,01/04/2020,01/09/2021,NC,Circulatory diseases,Heart failure,I50,0-24,0,0,
01/10/2021,01/04/2020,01/09/2021,NC,Circulatory diseases,Heart failure,I50,25-34,0,0,
01/10/2021,01/04/2020,01/09/2021,NC,Circulatory diseases,Heart failure,I50,35-44,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/10/2021,01/04/2020,01/09/2021,NC,Circulatory diseases,Heart failure,I50,45-54,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/10/2021,01/04/2020,01/09/2021,NC,Circulatory diseases,Heart failure,I50,55-64,25,25,
01/10/2021,01/04/2020,01/09/2021,NC,Circulatory diseases,Heart failure,I50,65-74,55,55,
